,Geographic area,City,share_white,share_black,share_native_american,share_asian,share_hispanic
467,AL,Sand Rock town,97.5,0,0.7,0,2.9
468,AL,Sanford town,97.1,0.4,0.4,0,1.2
469,AL,Saraland city,83.7,12,0.8,0.6,2.5
470,AL,Sardis City town,98.2,0.4,0.1,0.4,0.7
471,AL,Satsuma city,88.7,7.9,1.2,0.6,1.1
472,AL,Scottsboro city,89.8,4.6,0.8,0.8,3.5
473,AL,Section town,95.5,0,1.6,0.6,0.9
474,AL,Selma city,18,80.3,0.2,0.6,0.6
475,AL,Selmont-West Selmont CDP,4.5,93.9,0.1,0,1.5
476,AL,Sheffield city,69.7,26.8,0.3,0.3,2.3
477,AL,Shelby CDP,90.4,6.9,0.2,0.2,2.3
478,AL,Shiloh town,95.3,1.5,2.9,0,0.7
479,AL,Shoal Creek CDP,92.4,4.8,0.1,2.2,1.4
480,AL,Shorter town,18.8,79.5,0,0.6,1.1
481,AL,Silas town,71,29,0,0,0
482,AL,Silverhill town,94.3,1.7,0.1,0.3,5.7
483,AL,Sims Chapel CDP,71.2,0,24.8,0.7,2
484,AL,Sipsey town,64.1,33.2,0,0.5,0.9
485,AL,Skyline town,95.3,0,2.1,0,2.1
486,AL,Slocomb city,72.2,22.6,0.8,0.1,4.7
487,AL,Smiths Station city,80.3,15.9,0.7,0.5,2.8
488,AL,Smoke Rise CDP,98,0.5,0.5,0.1,0.7
489,AL,Snead town,96.8,0.1,0.5,0.1,1.8
490,AL,Somerville town,94.1,3.3,1.1,0,0.1
491,AL,Southside city,96.5,1.5,0.2,0.7,1.3
492,AL,South Vinemont town,83.2,0.1,1.2,2,23.6
493,AL,Spanish Fort city,91,4.8,0.6,1.4,2.4
494,AL,Spring Garden CDP,96.2,2.1,0,0,0
495,AL,Springville city,93.6,4.7,0.3,0.4,0.7
496,AL,Spruce Pine CDP,97.3,0,0,0,5.9
497,AL,Standing Rock CDP,98.2,0.6,0,0,1.2
498,AL,Steele town,94.6,0.4,0.4,0,5.1
499,AL,Sterrett CDP,94.7,3.9,0,0,0.7
500,AL,Stevenson city,73.8,17.4,1.1,0.4,3.9
501,AL,Stewartville CDP,95,3.5,0.7,0,0.4
502,AL,Sulligent city,78.3,19.3,0.1,0,0.8
503,AL,Sumiton city,93.2,4,0.4,0.2,0.8
504,AL,Summerdale town,86.4,5.8,1.4,0.1,5.1
505,AL,Susan Moore town,89.5,0,0.5,0.4,9.6
506,AL,Sweet Water town,91.1,7.8,0,0,1.2
507,AL,Sylacauga city,66.6,30.2,0.4,0.5,2.3
508,AL,Sylvania town,86.7,0.2,0.8,0.2,11.2
509,AL,Sylvan Springs town,97.3,1.4,0.5,0,0.5
510,AL,Talladega city,47.7,48.7,0.3,0.5,3.4
511,AL,Talladega Springs town,89.8,7.8,0,0,0
512,AL,Tallassee city,72.4,23.4,0.4,0.6,3
513,AL,Tarrant city,39,52.3,0.8,0.3,9
514,AL,Taylor town,87.5,7.2,0.8,0.1,5.2
515,AL,Theodore CDP,79.7,13.3,1.1,2.4,3.2
516,AL,Thomaston town,44.1,53.2,1.4,0.5,0.2
517,AL,Thomasville city,46.8,51.3,0.2,0.7,1.3
518,AL,Thorsby town,89.7,5.7,0.1,0.6,5.7
519,AL,Tibbie CDP,87.8,0,7.3,0,4.9
520,AL,Tidmore Bend CDP,93.4,4.2,0.7,0.2,1
521,AL,Tillmans Corner CDP,82.2,11.4,0.6,2.1,3.8
522,AL,Town Creek town,52.4,36,2.1,0.1,6.5
523,AL,Toxey town,68.6,31.4,0,0,1.5
524,AL,Trafford town,92.7,6.2,0.2,0,0.9
525,AL,Triana town,21.4,74.4,0.4,0,3.8
526,AL,Trinity town,88.6,6.7,1.1,0.2,3.3
527,AL,Troy city,55,39,0.4,3.4,2
528,AL,Trussville city,90.3,6.6,0.2,1.6,1.3
529,AL,Tuscaloosa city,53.8,41.5,0.2,1.8,3
530,AL,Tuscumbia city,75.9,21.2,0.4,0.3,1.4
531,AL,Tuskegee city,1.9,95.8,0.1,0.5,1.3
532,AL,Twin town,98,0,0,0,2.8
533,AL,Underwood-Petersville CDP,91.3,6.2,0.2,0.6,1
534,AL,Union town,3.4,95.4,0.8,0,0.4
535,AL,Union Grove town,93.5,0,0,0,6.5
536,AL,Union Springs city,12.9,71.8,0.2,0.4,17
537,AL,Uniontown town,9.1,90.6,0,0,0.5
538,AL,Uriah CDP,70.1,20.7,4.1,0.3,2
539,AL,Valley city,64,33,0.1,1.2,1.7
540,AL,Valley Grande city,75.2,23,0.4,0.4,0.5
541,AL,Valley Head town,91.9,1.8,0.9,0.2,3
542,AL,Vance town,88.8,7.2,0.4,0.6,5.6
543,AL,Vandiver CDP,97.9,0.7,0.2,0.1,1.4
544,AL,Vernon city,79.4,18.1,0.3,0,1.7
545,AL,Vestavia Hills city,90.4,3.8,0.2,3.8,2.5
546,AL,Vina town,94.7,1.1,0.3,0.6,2.2
547,AL,Vincent town,78.7,19.8,0.4,0.1,0.7
548,AL,Vinegar Bend CDP,15.1,79.2,2.6,0.5,0
549,AL,Vredenburgh town,6.7,92.9,0.3,0,1.3
550,AL,Wadley town,57.9,36.2,0.1,0,4.4
551,AL,Waldo town,63.3,36,0,0,0
552,AL,Walnut Grove town,96.6,0,0.6,0.1,1.6
553,AL,Warrior city,83.1,14.2,0.2,0.4,0.8
554,AL,Waterloo town,99,0.5,0.5,0,0
555,AL,Waverly town,87.6,11.7,0,0,2.8
556,AL,Weaver city,81.4,13.6,0.7,1.1,3
557,AL,Webb town,74.8,18.7,0.7,0.3,6.2
558,AL,Wedowee town,68.4,30.9,0.4,0.1,1.3
559,AL,Weogufka CDP,99.3,0,0,0.4,1.1
560,AL,West Blocton town,85.6,13.2,0.4,0.1,0.1
561,AL,West End-Cobb Town CDP,76.1,20.9,0.5,0.2,1.6
562,AL,West Jefferson town,96.7,1.2,0,0,0.3
563,AL,Westover town,93.6,2.5,0.9,0.5,2.3
564,AL,West Point town,95.6,0,0.7,0.5,6
565,AL,Wetumpka city,67.9,26.1,0.6,1.1,3.8
566,AL,Whatley CDP,72,26.7,0,0.7,2
567,AL,White Hall town,2.4,95.6,0.2,0,0.9
568,AL,White Plains CDP,96.7,1.7,0.4,0.2,1.4
569,AL,Whitesboro CDP,96.7,0.7,0.7,0.3,1.1
570,AL,Wilsonville town,89.6,7.2,0.4,0.1,2.6
571,AL,Wilton town,71.5,22.7,0,0.1,4.7
572,AL,Winfield city,92.9,4.5,0.3,0.3,2
573,AL,Woodland town,92.9,2.2,0,0,3.8
574,AL,Woodstock town,94.3,3.4,0.1,0.1,2.1
575,AL,Woodville town,94,0.5,2,0.3,2.3
576,AL,Yellow Bluff town,0.5,99.5,0,0,0
577,AL,York city,13.6,85.6,0.2,0,1
578,AK,Adak city,19.6,4,5.5,52.5,8.9
579,AK,Akhiok city,8.5,1.4,50.7,1.4,11.3
580,AK,Akiachak CDP,3.5,0.2,95.1,0.2,0.2
581,AK,Akiak city,5.2,0,92.8,0,0.3
582,AK,Akutan city,23.3,17.9,5.5,43.3,20.8
583,AK,Alakanuk city,2.1,0,95,0.4,0
584,AK,Alatna CDP,2.7,0,97.3,0,0
585,AK,Alcan Border CDP,90.9,0,0,0,9.1
586,AK,Aleknagik city,15.1,0,75.8,0,0
587,AK,Aleneva CDP,100,0,0,0,0
588,AK,Allakaket city,1,0,95.2,0,0
589,AK,Ambler city,11.2,0.4,84.5,0,0
590,AK,Anaktuvuk Pass city,7.1,0.3,83.3,0,2.2
591,AK,Anchorage municipality,66,5.6,7.9,8.1,7.6
592,AK,Anchor Point CDP,90.2,0.3,3.8,0.9,2.2
593,AK,Anderson city,87.8,1.6,2.8,0.8,3.7
594,AK,Angoon city,10.5,0.9,75.8,0,7.8
595,AK,Aniak city,20.4,0.2,69.5,0,1.2
596,AK,Anvik city,3.5,0,92.9,0,0
597,AK,Arctic Village CDP,4.6,0,88.8,0,0
598,AK,Atka city,4.9,0,95.1,0,0
599,AK,Atmautluak CDP,1.4,0.7,97.8,0,0
600,AK,Atqasuk city,6.9,0,92.3,0,0
601,AK,Attu Station CDP,90.5,0,4.8,0,19
602,AK,Badger CDP,83.8,2.7,4.9,1.7,4.5
603,AK,Barrow city,16.9,1,61.2,9.1,3.1
604,AK,Bear Creek CDP,80.9,0.6,10.7,1.6,1.8
605,AK,Beaver CDP,1.2,0,97.6,0,4.8
606,AK,Beluga CDP,90,0,10,0,0
607,AK,Bethel city,23.3,0.9,65,2.5,2.2
608,AK,Bettles city,75,8.3,0,0,0
609,AK,Big Delta CDP,92.6,0.2,2.4,0.3,1.5
610,AK,Big Lake CDP,86.1,0.2,7,0.5,3.1
611,AK,Birch Creek CDP,0,0,100,0,0
612,AK,Brevig Mission city,4.6,0.5,91.5,0,0.5
613,AK,Buckland city,2.6,0,95.4,0,0
614,AK,Buffalo Soapstone CDP,84.1,1.6,3.3,0.5,3.2
615,AK,Butte CDP,90.4,0.3,4.3,0.6,3.1
616,AK,Cantwell CDP,77.2,0.5,15.5,0,1.4
617,AK,Central CDP,92.7,0,4.2,0,1
618,AK,Chalkyitsik CDP,14.5,0,85.5,0,0
619,AK,Chase CDP,100,0,0,0,0
620,AK,Chefornak city,3.3,0.2,95.7,0,0
621,AK,Chena Ridge CDP,83.8,1.3,6.2,1.8,3.2
622,AK,Chenega CDP,39.5,0,52.6,0,2.6
623,AK,Chevak city,2.3,0,94.9,0.3,0.1
624,AK,Chickaloon CDP,86.4,0,6.3,0.7,1.5
625,AK,Chicken CDP,100,0,0,0,14.3
626,AK,Chignik city,34.1,0,57.1,3.3,1.1
627,AK,Chignik Lagoon CDP,20.5,0,62.8,1.3,3.8
628,AK,Chignik Lake CDP,2.7,0,94.5,0,0
629,AK,Chiniak CDP,91.5,0,4.3,0,0
630,AK,Chisana CDP,(X),(X),(X),(X),(X)
631,AK,Chistochina CDP,36.6,0,53.8,0,0
632,AK,Chitina CDP,64.3,0,19.8,0,2.4
633,AK,Chuathbaluk city,3.4,1.7,88.1,0,2.5
634,AK,Circle CDP,9.6,0,84.6,0,1.9
635,AK,Clam Gulch CDP,85.2,0,5.7,0,0.6
636,AK,Clark's Point city,11.3,0,88.7,0,0
637,AK,Coffman Cove city,94.3,0,4,0,1.1
638,AK,Cohoe CDP,89.5,0.4,4.5,0.4,2.2
639,AK,Cold Bay city,74.1,1.9,12,1.9,4.6
640,AK,Coldfoot CDP,90,0,10,0,0
641,AK,College CDP,73.1,3.2,9.5,4.6,5.3
642,AK,Cooper Landing CDP,95.5,0,1.4,0.7,0
643,AK,Copper Center CDP,45.7,0,48.5,0.3,3
644,AK,Cordova city,70.3,0.4,8.8,10.9,4.2
645,AK,Covenant Life CDP,91.9,0,5.8,1.2,0
646,AK,Craig city,65,0.3,20,0.7,3.2
647,AK,Crooked Creek CDP,7.6,0,83.8,0,0
648,AK,Crown Point CDP,83.8,4.1,4.1,4.1,5.4
649,AK,Deering city,9,0,86.9,0,0
650,AK,Delta Junction city,88.1,1.8,3.2,1.1,4.7
651,AK,Deltana CDP,92.1,0.9,2.5,0.9,2.4
652,AK,Diamond Ridge CDP,91.7,0.2,3.1,1.3,2.1
653,AK,Dillingham city,30.7,0.4,55.9,1.3,2.9
654,AK,Diomede city,4.3,0,92.2,0,0
655,AK,Dot Lake CDP,69.2,0,23.1,0,0
656,AK,Dot Lake Village CDP,8.1,0,82.3,0,0
657,AK,Dry Creek CDP,100,0,0,0,4.3
658,AK,Eagle city,90.7,0,8.1,0,0
659,AK,Eagle Village CDP,55.2,1.5,38.8,1.5,0
660,AK,Edna Bay CDP,97.6,2.4,0,0,0
661,AK,Eek city,2.4,0,97.6,0,1
662,AK,Egegik city,47.7,0,39.4,0,1.8
663,AK,Eielson AFB CDP,80.3,7.8,0.9,2.6,7.9
664,AK,Ekwok city,5.2,0,90.4,0,2.6
665,AK,Elfin Cove CDP,70,0,5,0,0
666,AK,Elim city,7.3,0,89.7,0.3,0.3
667,AK,Emmonak city,3.1,0,96.3,0.1,0.1
668,AK,Ester CDP,84.6,2.1,6.7,1.2,3.3
669,AK,Eureka Roadhouse CDP,75.9,0,6.9,3.4,6.9
670,AK,Evansville CDP,46.7,0,53.3,0,0
671,AK,Excursion Inlet CDP,75,0,0,0,8.3
672,AK,Fairbanks city,66.1,9,10,3.6,9
673,AK,False Pass city,20,0,77.1,2.9,0
674,AK,Farmers Loop CDP,84,0.8,6.3,1.8,2.9
675,AK,Farm Loop CDP,88.8,0.8,4.2,0.9,1.9
676,AK,Ferry CDP,97,0,0,0,0
677,AK,Fishhook CDP,87.5,0.6,3.6,1.2,2.8
678,AK,Flat CDP,(X),(X),(X),(X),(X)
679,AK,Fort Greely CDP,78.3,4.3,1.9,1.5,13.2
680,AK,Fort Yukon city,7.7,0.5,89.2,0.2,0.3
681,AK,Four Mile Road CDP,53.5,0,30.2,2.3,0
682,AK,Fox CDP,82,0.5,7.4,0.7,5.3
683,AK,Fox River CDP,98.8,0,0,1.2,0
684,AK,Fritz Creek CDP,89.9,0.5,2.9,0.8,2.6
685,AK,Funny River CDP,91,0.1,4.6,0.2,1.1
686,AK,Gakona CDP,79.4,0,19.7,0,0.9
687,AK,Galena city,29.4,0,63.6,0.6,2.3
688,AK,Gambell city,3.8,0,95.6,0.1,0.4
689,AK,Game Creek CDP,100,0,0,0,0
690,AK,Gateway CDP,85.3,1,4.2,1.8,3.7
691,AK,Glacier View CDP,94,0,0.9,0.4,3
692,AK,Glennallen CDP,77.4,0.4,7.7,0.6,1.4
693,AK,Goldstream CDP,89,0.6,3.4,0.7,2.5
694,AK,Golovin city,4.5,0,92.9,0,0.6
695,AK,Goodnews Bay city,4.5,0,94.7,0,0.4
696,AK,Grayling city,6.7,0,87.1,0,0
697,AK,Gulkana CDP,23.5,0,76.5,0,4.2
698,AK,Gustavus city,91.4,0,2.7,1.1,1.6
699,AK,Haines CDP,81.1,0.6,11.2,0.5,1.7
700,AK,Halibut Cove CDP,86.8,0,6.6,0,1.3
701,AK,Happy Valley CDP,87.5,0.2,5.9,0.3,2
702,AK,Harding-Birch Lakes CDP,93.3,0.3,3.3,0,2.7
703,AK,Healy CDP,91.5,0.4,2.1,1.6,2.1
704,AK,Healy Lake CDP,15.4,0,84.6,0,0
705,AK,Hobart Bay CDP,0,0,100,0,0
706,AK,Hollis CDP,89.3,0,4.5,0.9,0.9
707,AK,Holy Cross city,4.5,0,91.6,0,0
708,AK,Homer city,89.3,0.4,4.1,1,2.1
709,AK,Hoonah city,32.6,0.4,52.5,0.5,3
710,AK,Hooper Bay city,1.9,0,94.6,0,0
711,AK,Hope CDP,88,0,4.2,0.5,3.1
712,AK,Houston city,82.2,0.4,6.7,0.6,3.3
713,AK,Hughes city,1.3,2.6,96.1,0,0
714,AK,Huslia city,6.5,0,92.4,0,0
715,AK,Hydaburg city,11.4,0.5,77.1,0,3.2
716,AK,Hyder CDP,90.8,0,1.1,0,2.3
717,AK,Igiugig CDP,28,0,40,0,12
718,AK,Iliamna CDP,33,0,54.1,0,3.7
719,AK,Ivanof Bay CDP,0,0,100,0,0
720,AK,Juneau city and borough,69.7,0.9,11.8,6.1,5.1
721,AK,Kachemak city,91.7,0,4,1.3,2.1
722,AK,Kake city,17.1,0.2,69.1,0,1.8
723,AK,Kaktovik city,10,0,88.7,0,0
724,AK,Kalifornsky CDP,87.2,0.4,5,0.9,3.5
725,AK,Kaltag city,5.8,0,91.6,0,0
726,AK,Karluk CDP,5.4,0,94.6,0,0
727,AK,Kasaan city,53.1,0,34.7,2,0
728,AK,Kasigluk CDP,3.3,0,94.7,0,0.2
729,AK,Kasilof CDP,87.8,0.2,4.2,0.5,2.4
730,AK,Kenai city,79.9,0.7,8.9,1.5,4.5
731,AK,Kenny Lake CDP,83.4,0.3,8.2,0.3,3.4
732,AK,Ketchikan city,60.7,0.8,16.7,10.8,4.4
733,AK,Kiana city,6.6,0.3,90.3,0,0.3
734,AK,King Cove city,16.2,1,38.4,36.5,11.2
735,AK,King Salmon CDP,61.2,0,27.8,1.3,2.7
736,AK,Kipnuk CDP,2,0,97.7,0,0
737,AK,Kivalina city,2.1,0,96.3,0,0
738,AK,Klawock city,38.4,0.3,48.3,0.5,2.8
739,AK,Klukwan CDP,8.4,0,80,1.1,2.1
740,AK,Knik-Fairview CDP,84.3,1,5.3,1.4,4.1
741,AK,Knik River CDP,88.4,1.3,3.8,1.2,3.1
742,AK,Kobuk city,8.6,0,90.1,0.7,2.6
743,AK,Kodiak city,40.3,0.5,9.9,37.4,9.4
744,AK,Kodiak Station CDP,85.9,2.6,0.8,1.3,9.8
745,AK,Kokhanok CDP,9.4,0,80,0,1.8
746,AK,Koliganek CDP,3.3,0,95.7,0,0
747,AK,Kongiganak CDP,2.1,0,95.7,0,1.8
748,AK,Kotlik city,1.9,0,97.2,0.3,0.2
749,AK,Kotzebue city,16,0.9,73.6,1.2,1.3
750,AK,Koyuk city,3.6,0,88.9,0.3,0
751,AK,Koyukuk city,1,0,96.9,0,0
752,AK,Kupreanof city,88.9,0,0,7.4,0
753,AK,Kwethluk city,2.2,0,94.2,0.1,0
754,AK,Kwigillingok CDP,3.4,0,95,0,0
755,AK,Lake Louise CDP,97.8,0,2.2,0,4.3
756,AK,Lake Minchumina CDP,61.5,0,15.4,0,0
757,AK,Lakes CDP,85,0.9,5.2,0.9,4.2
758,AK,Larsen Bay city,24.1,0,71.3,0,0
759,AK,Lazy Mountain CDP,89.9,0.3,3.4,0.8,3.2
760,AK,Levelock CDP,10.1,0,84.1,0,0
761,AK,Lime Village CDP,3.4,0,93.1,0,0
762,AK,Livengood CDP,69.2,0,23.1,0,0
763,AK,Loring CDP,25,0,25,0,0
764,AK,Lowell Point CDP,96.3,0,3.8,0,0
765,AK,Lower Kalskag city,2.5,0.4,92.2,0,0
766,AK,Lutak CDP,91.8,0,2,0,0
767,AK,McCarthy CDP,96.4,0,0,0,0
768,AK,McGrath city,41.6,0,36.7,0.6,2.6
769,AK,McKinley Park CDP,94.1,0,0,0.5,3.2
770,AK,Manley Hot Springs CDP,70.8,0,13.5,0,6.7
771,AK,Manokotak city,3.6,0,95.7,0,0.2
772,AK,Marshall city,2.7,0,94.7,0.2,0.2
773,AK,Meadow Lakes CDP,85.2,0.7,5.8,1,3.4
774,AK,Mekoryuk city,3.1,0,93.2,0,0
775,AK,Mendeltna CDP,87.2,0,0,0,5.1
776,AK,Mentasta Lake CDP,23.2,0,75.9,0,0
777,AK,Mertarvik CDP,(X),(X),(X),(X),(X)
778,AK,Metlakatla CDP,10,0.4,82.7,0.1,1.9
779,AK,Minto CDP,4.3,0,90.5,0,0.5
780,AK,Moose Creek CDP,78,5.1,5.1,2.9,4.8
781,AK,Moose Pass CDP,94.1,1.4,1.4,0.5,2.3
782,AK,Mosquito Lake CDP,84.5,0,4.2,0.6,3.6
783,AK,Mountain Village city,4.2,0,91.9,0.7,0.4
784,AK,Mud Bay CDP,93.9,0,3.8,0.9,2.4
785,AK,Nabesna CDP,100,0,0,0,0
786,AK,Naknek CDP,44.5,0,30.3,0.4,2.6
787,AK,Nanwalek CDP,10.6,0,80.3,0,2
788,AK,Napakiak city,2.8,0,97.2,0,0
789,AK,Napaskiak city,3,0,96.5,0,0
790,AK,Naukati Bay CDP,87.6,0,6.2,0.9,0
791,AK,Nelchina CDP,86.4,0,8.5,0,0
792,AK,Nelson Lagoon CDP,21.2,0,75,1.9,1.9
793,AK,Nenana city,56.1,0.3,37.6,0.3,0.5
794,AK,New Allakaket CDP,0,0,98.5,0,0
795,AK,Newhalen city,7.4,0.5,80,0,2.6
796,AK,New Stuyahok city,3.5,0,93.5,0,1.2
797,AK,Newtok CDP,2.8,0,96,0.3,0.3
798,AK,Nightmute city,5,0,94.6,0,2.5
799,AK,Nikiski CDP,85.6,0.1,7.7,1.1,2.6
800,AK,Nikolaevsk CDP,92.5,0,3.5,0.3,4.4
801,AK,Nikolai city,7.4,0,80.9,0,0
802,AK,Nikolski CDP,5.6,0,94.4,0,0
803,AK,Ninilchik CDP,78.1,0.2,15.4,0.3,2.6
804,AK,Noatak CDP,2.5,0.4,94.7,0,0
805,AK,Nome city,30.4,0.5,54.8,2.2,2.4
806,AK,Nondalton city,15.9,0,63.4,0,0
807,AK,Noorvik city,3.7,0.4,88.3,0,0.1
808,AK,North Pole city,79.6,5.4,3.4,4,6.1
809,AK,Northway CDP,11.3,0,78.9,1.4,0
810,AK,Northway Junction CDP,22.2,0,66.7,0,1.9
811,AK,Northway Village CDP,2,0,77.6,0,0
812,AK,Nuiqsut city,10,0.2,87.1,0,0
813,AK,Nulato city,4.9,0,94.3,0,0.8
814,AK,Nunam Iqua city,5.9,0,91.4,1.1,0
815,AK,Nunapitchuk city,2.4,0,95.8,0,0
816,AK,Old Harbor city,11,0,87.6,0,1.4
817,AK,Oscarville CDP,2.9,0,91.4,1.4,0
818,AK,Ouzinkie city,10.6,0,79.5,0.6,1.9
819,AK,Palmer city,79.1,1.8,9.2,1.1,4.6
820,AK,Paxson CDP,92.5,5,0,0,0
821,AK,Pedro Bay CDP,28.6,0,66.7,0,0
822,AK,Pelican city,59.1,0,34.1,0,1.1
823,AK,Perryville CDP,2.7,0,95.6,0,2.7
824,AK,Petersburg city,80,0.4,7,3.2,3.7
825,AK,Petersville CDP,75,0,0,0,0
826,AK,Pilot Point city,16.2,0,66.2,0,0
827,AK,Pilot Station city,1.8,0,98.1,0,0
828,AK,Pitkas Point CDP,1.8,0,97.2,0,0
829,AK,Platinum city,4.9,0,88.5,1.6,4.9
830,AK,Pleasant Valley CDP,89.7,0.6,3.7,0.6,1.7
831,AK,Point Baker CDP,73.3,0,0,0,6.7
832,AK,Point Hope city,5.8,0.4,89.5,0,1.9
833,AK,Point Lay CDP,10.6,0,88.4,0,0.5
834,AK,Point MacKenzie CDP,67.7,4.5,23.3,0.6,3.2
835,AK,Point Possession CDP,100,0,0,0,0
836,AK,Pope-Vannoy Landing CDP,50,0,33.3,0,0
837,AK,Portage Creek CDP,50,0,50,0,0
838,AK,Port Alexander city,90.4,0,3.8,3.8,1.9
839,AK,Port Alsworth CDP,67.9,4.4,21.4,0.6,10.1
840,AK,Port Clarence CDP,95.8,4.2,0,0,12.5
841,AK,Port Graham CDP,8.5,1.1,71.2,0,0
842,AK,Port Heiden city,14.7,0,83.3,0,0
843,AK,Port Lions city,36.1,0,58.8,2.6,1.5
844,AK,Port Protection CDP,72.9,0,18.8,0,4.2
845,AK,Primrose CDP,88.5,0,5.1,0,0
846,AK,Prudhoe Bay CDP,85.2,1.9,7.8,1.6,4
847,AK,Quinhagak city,2.2,0,93.4,0,0.4
848,AK,Rampart CDP,4.2,0,95.8,0,0
849,AK,Red Devil CDP,17.4,0,43.5,0,0
850,AK,Red Dog Mine CDP,41.4,0,50.8,0.3,2.6
851,AK,Ridgeway CDP,88,0.1,4.3,0.9,3.5
852,AK,Ruby city,4.8,0,88.6,0.6,0.6
853,AK,Russian Mission city,3.2,0,95.8,0,0
854,AK,St. George city,9.8,0,88.2,0,1
855,AK,St. Mary's city,3.7,0,91.5,0,0
856,AK,St. Michael city,5.5,0,92,0,0.7
857,AK,St. Paul city,11.1,0.4,82.3,0.6,3.5
858,AK,Salamatof CDP,70.7,0.9,17.9,2.1,3.2
859,AK,Salcha CDP,89.5,0.8,4.3,1.4,3.3
860,AK,Sand Point city,17,2.5,39,34.7,6.1
861,AK,Savoonga city,4.9,0,94.5,0.1,0
862,AK,Saxman city,30.4,0.7,50.6,0.5,4.1
863,AK,Scammon Bay city,0.4,0,99.4,0,0
864,AK,Selawik city,4,0.1,85.4,0,0
865,AK,Seldovia city,72.5,1.2,13.7,1.2,3.9
866,AK,Seldovia Village CDP,58.2,1.2,26.1,0.6,2.4
867,AK,Seward city,68.5,3.1,16.7,2.4,3.6
868,AK,Shageluk city,3.6,0,90.4,0,0
869,AK,Shaktoolik city,3.6,0,96,0,0
870,AK,Shishmaref city,3.6,0,94.8,0.4,0.2
871,AK,Shungnak city,5.7,0,94.3,0,0.4
872,AK,Silver Springs CDP,86.8,0,7.9,1.8,0.9
873,AK,Sitka city and borough,65.3,0.5,16.8,6,4.9
874,AK,Skagway CDP,91,0,3.7,0.5,2.3
875,AK,Skwentna CDP,100,0,0,0,0
876,AK,Slana CDP,83,0.7,12.9,0,0
877,AK,Sleetmute CDP,23.3,0,76.7,0,1.2
878,AK,Soldotna city,85.9,0.3,4.3,1.6,3.9
879,AK,South Naknek CDP,12.7,0,82.3,1.3,0
880,AK,South Van Horn CDP,76.2,2.7,6.6,1.8,5
881,AK,Stebbins city,4.3,0.2,95.3,0.2,0
882,AK,Steele Creek CDP,87.4,0.8,3.8,0.9,3.2
883,AK,Sterling CDP,89.8,0.1,4.4,0.8,2.7
884,AK,Stevens Village CDP,6.4,1.3,84.6,0,15.4
885,AK,Stony River CDP,5.6,0,83.3,1.9,0
886,AK,Sunrise CDP,94.4,0,0,5.6,0
887,AK,Susitna CDP,100,0,0,0,0
888,AK,Susitna North CDP,87.5,0.3,5.3,0.7,2.7
889,AK,Sutton-Alpine CDP,69.8,2.4,16.8,1.8,4.8
890,AK,Takotna CDP,50,0,23.1,0,5.8
891,AK,Talkeetna CDP,91.4,0.3,3.7,0.5,1.8
892,AK,Tanacross CDP,10.3,0,80.1,0,0
893,AK,Tanaina CDP,85.9,0.8,4.5,1.2,4.5
894,AK,Tanana city,9.8,0,86.6,0.4,0.4
895,AK,Tatitlek CDP,30.7,0,60.2,1.1,3.4
896,AK,Tazlina CDP,55.2,0,33.7,0.3,0.7
897,AK,Teller city,3.9,0,96.1,0,0
898,AK,Tenakee Springs city,94.7,0.8,0.8,0.8,1.5
899,AK,Tetlin CDP,6.3,0,89.8,0,2.4
900,AK,Thorne Bay city,91.9,0.2,2.1,0.6,1.7
901,AK,Togiak city,5.5,0.2,78,0,1.8
902,AK,Tok CDP,77.9,0.6,12.2,0.4,2.5
903,AK,Toksook Bay city,4.4,0.3,92,0.2,1
904,AK,Tolsona CDP,96.7,3.3,0,0,0
905,AK,Tonsina CDP,87.2,0,9,0,0
906,AK,Trapper Creek CDP,86.5,0.4,6.4,1,1
907,AK,Tuluksak CDP,4,0.3,94.9,0,0
908,AK,Tuntutuliak CDP,2.9,0,95.8,0,0
909,AK,Tununak CDP,4,0,94.5,0,0
910,AK,Twin Hills CDP,2.7,0,94.6,0,0
911,AK,Two Rivers CDP,85.7,0.1,3.6,1,5
912,AK,Tyonek CDP,5.3,0,88.3,0,5.3
913,AK,Ugashik CDP,25,0,58.3,0,0
914,AK,Unalakleet city,15,0.6,77.3,0.6,1
915,AK,Unalaska city,39.2,6.9,6.1,32.6,15.2
916,AK,Upper Kalskag city,6.7,0.5,81.4,0,0
917,AK,Valdez city,81.5,0.6,8.2,1.9,4.7
918,AK,Venetie CDP,1.8,0,91.6,0.6,1.8
919,AK,Wainwright city,8.1,0,90.1,0,0.4
920,AK,Wales city,6.2,0,84.8,0,0
921,AK,Wasilla city,83.4,1.4,5.2,2.1,4.3
922,AK,Whale Pass CDP,87.1,0,0,0,3.2
923,AK,White Mountain city,12.1,0,81.6,0,1.1
924,AK,Whitestone CDP,93.8,0,0,2.1,5.2
925,AK,Whitestone Logging Camp CDP,29.4,0,52.9,0,5.9
926,AK,Whittier city,69.5,0.5,5.5,7.7,5
927,AK,Willow CDP,90.8,0,5.2,0.8,1.3
928,AK,Willow Creek CDP,81.7,2.1,9.9,1,4.7
929,AK,Wiseman CDP,92.9,0,0,0,0
930,AK,Womens Bay CDP,85.5,0.3,4.7,1.1,1
931,AK,Wrangell city and borough,72.6,0.2,16.2,1.4,1.6
932,AK,Yakutat CDP,42.4,0.3,35.8,4.1,2.6
933,AZ,Aguila CDP,64.7,1,3.6,0.4,69.4
